timestamp,value,bandCategory,alphaBetaRatio,state,StandardDeviation,stdDev,signalPower,RMS
2020.0,24.0,1.0,145.33506944444446,1,14.940071285892456,14.940071285892456,576.0,24.0
2070.0,23.0,1.0,495.3431952662722,1,14.816719283875667,14.816719283875667,529.0,23.0
2130.0,5.0,3.0,6.324103265579545e-05,0,14.794594840894408,14.794594840894408,25.0,5.0
2150.0,10.0,0.0,172.96074380165288,1,14.7906978613463,14.7906978613463,100.0,10.0
2170.0,42.0,4.0,231.89196675900277,1,14.81032698628268,14.81032698628268,1764.0,42.0
2190.0,32.0,4.0,99.53983353151011,1,14.779750073830678,14.779750073830678,1024.0,32.0
2200.0,43.0,4.0,258.37345679012344,1,14.805209045333775,14.805209045333775,1849.0,43.0
2230.0,37.0,4.0,258.37345679012344,1,14.869713930411478,14.869713930411478,1369.0,37.0
2260.0,39.0,4.0,145.33506944444446,1,14.949958794685903,14.949958794685903,1521.0,39.0
2270.0,5.0,3.0,123.83579881656804,1,14.977927762056675,14.977927762056675,25.0,5.0
2280.0,45.0,4.0,209.2825,1,15.014088374471694,15.014088374471694,2025.0,45.0
2310.0,16.0,1.0,495.3431952662722,1,15.067841095614163,15.067841095614163,256.0,16.0
2370.0,19.0,1.0,289.6643598615917,1,15.102360828554982,15.102360828554982,361.0,19.0
2380.0,13.0,1.0,9.447117223890432e-05,0,15.085842872207394,15.085842872207394,169.0,13.0
2390.0,10.0,0.0,0.00011242850249919192,0,15.082550016105428,15.082550016105428,100.0,10.0
2420.0,21.0,1.0,114.8326474622771,1,15.073905120334375,15.073905120334375,441.0,21.0
2440.0,39.0,4.0,7.807534895777217e-05,0,15.051705768658605,15.051705768658605,1521.0,39.0
2450.0,3.0,2.0,289.6643598615917,1,15.089393818605986,15.089393818605986,9.0,3.0
2530.0,30.0,4.0,6.324103265579545e-05,0,14.955536914153866,14.955536914153866,900.0,30.0
2560.0,1.0,2.0,99.53983353151011,1,14.999775177821492,14.999775177821492,1.0,1.0
2660.0,48.0,4.0,7.807534895777217e-05,0,15.096158498902764,15.096158498902764,2304.0,48.0
2670.0,1.0,2.0,0.00011242850249919192,0,15.1421879522398,15.1421879522398,1.0,1.0
2700.0,2.0,2.0,106.77678571428571,1,15.177892322705878,15.177892322705878,4.0,2.0
2740.0,43.0,4.0,0.00011242850249919192,0,15.151582183102885,15.151582183102885,1849.0,43.0
2780.0,44.0,4.0,231.89196675900277,1,15.119471195118923,15.119471195118923,1936.0,44.0
2810.0,18.0,1.0,258.37345679012344,1,15.097851937655818,15.097851937655818,324.0,18.0
2840.0,4.0,3.0,158.2476370510397,1,15.174321213073986,15.174321213073986,16.0,4.0
2850.0,24.0,1.0,372.0577777777778,1,15.140877519432378,15.140877519432378,576.0,24.0
2860.0,26.0,1.0,427.10714285714283,1,15.108428132878446,15.108428132878446,676.0,26.0
2930.0,1.0,2.0,289.6643598615917,1,15.085159799443282,15.085159799443282,1.0,1.0
2950.0,1.0,2.0,209.2825,1,15.170044488461732,15.170044488461732,1.0,1.0
2970.0,11.0,0.0,427.10714285714283,1,15.133485753935952,15.133485753935952,121.0,11.0
2990.0,36.0,4.0,427.10714285714283,1,15.110260320150608,15.110260320150608,1296.0,36.0
3000.0,6.0,3.0,99.53983353151011,1,15.120197787116016,15.120197787116016,36.0,6.0
3100.0,33.0,4.0,189.82539682539684,1,15.06326074142403,15.06326074142403,1089.0,33.0
3150.0,42.0,4.0,9.447117223890432e-05,0,15.094543321851056,15.094543321851056,1764.0,42.0
3170.0,9.0,0.0,145.33506944444446,1,15.076577731912247,15.076577731912247,81.0,9.0
3180.0,7.0,3.0,133.9408,1,15.080818291913411,15.080818291913411,49.0,7.0
3230.0,3.0,2.0,189.82539682539684,1,15.10757182064498,15.10757182064498,9.0,3.0
3250.0,48.0,4.0,133.9408,1,15.15484101748751,15.15484101748751,2304.0,48.0
3290.0,34.0,4.0,231.89196675900277,1,15.13917252958775,15.13917252958775,1156.0,34.0
3300.0,42.0,4.0,0.00011242850249919192,0,15.153705897264546,15.153705897264546,1764.0,42.0
3390.0,47.0,4.0,372.0577777777778,1,15.193672424921829,15.193672424921829,2209.0,47.0
3410.0,28.0,1.0,6.324103265579545e-05,0,15.168015961712245,15.168015961712245,784.0,28.0
3470.0,47.0,4.0,133.9408,1,15.263768184745445,15.263768184745445,2209.0,47.0
3480.0,3.0,2.0,327.00390625,1,15.286420350583091,15.286420350583091,9.0,3.0
3530.0,19.0,1.0,145.33506944444446,1,15.274279232382169,15.274279232382169,361.0,19.0
3590.0,4.0,3.0,372.0577777777778,1,15.290346738791628,15.290346738791628,16.0,4.0
3660.0,46.0,4.0,427.10714285714283,1,15.329534804960787,15.329534804960787,2116.0,46.0
3700.0,17.0,1.0,158.2476370510397,1,15.337858255855608,15.337858255855608,289.0,17.0
3720.0,20.0,1.0,145.33506944444446,1,15.289538414689265,15.289538414689265,400.0,20.0
3730.0,1.0,2.0,7.807534895777217e-05,0,15.319240746509188,15.319240746509188,1.0,1.0
3760.0,14.0,1.0,427.10714285714283,1,15.266484715072929,15.266484715072929,196.0,14.0
3770.0,29.0,1.0,0.00011242850249919192,0,15.244550867976487,15.244550867976487,841.0,29.0
3800.0,49.0,4.0,133.9408,1,15.292751129270378,15.292751129270378,2401.0,49.0
3830.0,3.0,2.0,372.0577777777778,1,15.308952102358356,15.308952102358356,9.0,3.0
3850.0,1.0,2.0,7.807534895777217e-05,0,15.347978241700346,15.347978241700346,1.0,1.0
3870.0,21.0,1.0,209.2825,1,15.351124176155253,15.351124176155253,441.0,21.0
3880.0,5.0,3.0,4.9968223332974184e-05,0,15.361107841633295,15.361107841633295,25.0,5.0
3890.0,3.0,2.0,427.10714285714283,1,15.378744169602216,15.378744169602216,9.0,3.0
3940.0,24.0,1.0,114.8326474622771,1,15.353478501343172,15.353478501343172,576.0,24.0
3970.0,24.0,1.0,6.324103265579545e-05,0,15.310580590270073,15.310580590270073,576.0,24.0
3980.0,25.0,1.0,427.10714285714283,1,15.286946271564062,15.286946271564062,625.0,25.0
4030.0,32.0,4.0,9.447117223890432e-05,0,15.280668056232491,15.280668056232491,1024.0,32.0
4080.0,47.0,4.0,133.9408,1,15.272162680841513,15.272162680841513,2209.0,47.0
4090.0,40.0,4.0,189.82539682539684,1,15.27644209966022,15.27644209966022,1600.0,40.0
4110.0,19.0,1.0,231.89196675900277,1,15.286189653509107,15.286189653509107,361.0,19.0
4180.0,35.0,4.0,231.89196675900277,1,15.246532752441228,15.246532752441228,1225.0,35.0
4240.0,7.0,3.0,427.10714285714283,1,15.285096777010144,15.285096777010144,49.0,7.0
4250.0,15.0,1.0,106.77678571428571,1,15.269281587802757,15.269281587802757,225.0,15.0
4260.0,30.0,4.0,258.37345679012344,1,15.251161059887647,15.251161059887647,900.0,30.0
4270.0,9.0,0.0,327.00390625,1,15.248502968791207,15.248502968791207,81.0,9.0
4280.0,39.0,4.0,427.10714285714283,1,15.24979277967517,15.24979277967517,1521.0,39.0
4320.0,8.0,0.0,9.447117223890432e-05,0,15.233502582274879,15.233502582274879,64.0,8.0
4340.0,7.0,3.0,289.6643598615917,1,15.242833102792707,15.242833102792707,49.0,7.0
4390.0,16.0,1.0,6.324103265579545e-05,0,15.204296997994513,15.204296997994513,256.0,16.0
4410.0,38.0,4.0,289.6643598615917,1,15.20308883760408,15.20308883760408,1444.0,38.0
4420.0,27.0,1.0,9.447117223890432e-05,0,15.182735272723566,15.182735272723566,729.0,27.0
4430.0,41.0,4.0,6.324103265579545e-05,0,15.190538289092872,15.190538289092872,1681.0,41.0
4450.0,24.0,1.0,495.3431952662722,1,15.167666041304468,15.167666041304468,576.0,24.0
4510.0,15.0,1.0,495.3431952662722,1,15.154042110405745,15.154042110405745,225.0,15.0
4560.0,27.0,1.0,209.2825,1,15.21910188260026,15.21910188260026,729.0,27.0
4580.0,14.0,1.0,106.77678571428571,1,15.210367197715287,15.210367197715287,196.0,14.0
4620.0,23.0,1.0,258.37345679012344,1,15.199811522249158,15.199811522249158,529.0,23.0
4690.0,14.0,1.0,327.00390625,1,15.201677830825846,15.201677830825846,196.0,14.0
4720.0,42.0,4.0,7.807534895777217e-05,0,15.20301511328427,15.20301511328427,1764.0,42.0
4760.0,25.0,1.0,258.37345679012344,1,15.17143010581712,15.17143010581712,625.0,25.0
4770.0,36.0,4.0,427.10714285714283,1,15.165394135953504,15.165394135953504,1296.0,36.0
4790.0,15.0,1.0,231.89196675900277,1,15.167301374296363,15.167301374296363,225.0,15.0
4800.0,1.0,2.0,4.9968223332974184e-05,0,15.189995020624528,15.189995020624528,1.0,1.0
4820.0,45.0,4.0,7.807534895777217e-05,0,15.20592381222638,15.20592381222638,2025.0,45.0
4870.0,30.0,4.0,6.324103265579545e-05,0,15.183738401976044,15.183738401976044,900.0,30.0
4920.0,41.0,4.0,114.8326474622771,1,15.18283295330991,15.18283295330991,1681.0,41.0
4940.0,9.0,0.0,9.447117223890432e-05,0,15.167894709665104,15.167894709665104,81.0,9.0
5070.0,7.0,3.0,427.10714285714283,1,15.199888635225602,15.199888635225602,49.0,7.0
5090.0,21.0,1.0,495.3431952662722,1,15.163424834341425,15.163424834341425,441.0,21.0
5130.0,19.0,1.0,172.96074380165288,1,15.16081106187649,15.16081106187649,361.0,19.0
5140.0,21.0,1.0,4.9968223332974184e-05,0,15.142831977344086,15.142831977344086,441.0,21.0
5150.0,36.0,4.0,289.6643598615917,1,15.137586151841457,15.137586151841457,1296.0,36.0
5170.0,6.0,3.0,114.8326474622771,1,15.167255848142657,15.167255848142657,36.0,6.0
5210.0,19.0,1.0,258.37345679012344,1,15.149296228846561,15.149296228846561,361.0,19.0
5240.0,47.0,4.0,189.82539682539684,1,15.220031421894543,15.220031421894543,2209.0,47.0
5260.0,34.0,4.0,6.324103265579545e-05,0,15.21118046260191,15.21118046260191,1156.0,34.0
5270.0,24.0,1.0,7.807534895777217e-05,0,15.193286392554912,15.193286392554912,576.0,24.0
5280.0,14.0,1.0,495.3431952662722,1,15.181896704405963,15.181896704405963,196.0,14.0
5310.0,18.0,1.0,106.77678571428571,1,15.150168355645947,15.150168355645947,324.0,18.0
5320.0,16.0,1.0,209.2825,1,15.136388268126453,15.136388268126453,256.0,16.0
5360.0,45.0,4.0,172.96074380165288,1,15.16531400126153,15.16531400126153,2025.0,45.0
5370.0,11.0,0.0,133.9408,1,15.15910178201602,15.15910178201602,121.0,11.0
5380.0,1.0,2.0,372.0577777777778,1,15.178887753679687,15.178887753679687,1.0,1.0
5400.0,39.0,4.0,123.83579881656804,1,15.1659373280208,15.1659373280208,1521.0,39.0
5460.0,9.0,0.0,231.89196675900277,1,15.134001317158937,15.134001317158937,81.0,9.0
5480.0,17.0,1.0,133.9408,1,15.107360648871333,15.107360648871333,289.0,17.0
5490.0,11.0,0.0,427.10714285714283,1,15.101139459165381,15.101139459165381,121.0,11.0
5570.0,7.0,3.0,7.807534895777217e-05,0,15.129195126505156,15.129195126505156,49.0,7.0
5580.0,43.0,4.0,114.8326474622771,1,15.142267879786367,15.142267879786367,1849.0,43.0
5600.0,13.0,1.0,7.807534895777217e-05,0,15.120287400706358,15.120287400706358,169.0,13.0
5620.0,41.0,4.0,427.10714285714283,1,15.125581293122924,15.125581293122924,1681.0,41.0
5660.0,20.0,1.0,172.96074380165288,1,15.14265629741465,15.14265629741465,400.0,20.0
5700.0,5.0,3.0,172.96074380165288,1,15.159988463404826,15.159988463404826,25.0,5.0
5720.0,18.0,1.0,289.6643598615917,1,15.167065784067299,15.167065784067299,324.0,18.0
5740.0,2.0,2.0,4.9968223332974184e-05,0,15.198991635805594,15.198991635805594,4.0,2.0
5770.0,42.0,4.0,189.82539682539684,1,15.220966749071014,15.220966749071014,1764.0,42.0
5860.0,10.0,0.0,427.10714285714283,1,15.211183915876846,15.211183915876846,100.0,10.0
5880.0,8.0,0.0,145.33506944444446,1,15.208269510231759,15.208269510231759,64.0,8.0
5990.0,45.0,4.0,495.3431952662722,1,15.161179549886521,15.161179549886521,2025.0,45.0
6000.0,35.0,4.0,114.8326474622771,1,15.155776098737553,15.155776098737553,1225.0,35.0
6020.0,45.0,4.0,231.89196675900277,1,15.183039800333784,15.183039800333784,2025.0,45.0
6050.0,33.0,4.0,372.0577777777778,1,15.192382295087342,15.192382295087342,1089.0,33.0
6070.0,13.0,1.0,0.00011242850249919192,0,15.185414082140044,15.185414082140044,169.0,13.0
6080.0,27.0,1.0,189.82539682539684,1,15.17113433010307,15.17113433010307,729.0,27.0
6120.0,4.0,3.0,427.10714285714283,1,15.161652792509939,15.161652792509939,16.0,4.0
6180.0,4.0,3.0,0.00011242850249919192,0,15.212953508323002,15.212953508323002,16.0,4.0
6260.0,2.0,2.0,133.9408,1,15.23868963060595,15.23868963060595,4.0,2.0
6280.0,19.0,1.0,372.0577777777778,1,15.215989939965576,15.215989939965576,361.0,19.0
6300.0,43.0,4.0,427.10714285714283,1,15.217392594877152,15.217392594877152,1849.0,43.0
6410.0,3.0,2.0,209.2825,1,15.1947638229655,15.1947638229655,9.0,3.0
6430.0,31.0,4.0,9.447117223890432e-05,0,15.195521212787995,15.195521212787995,961.0,31.0
6440.0,18.0,1.0,6.324103265579545e-05,0,15.18244291486037,15.18244291486037,324.0,18.0
6460.0,39.0,4.0,158.2476370510397,1,15.173021215645955,15.173021215645955,1521.0,39.0
6470.0,21.0,1.0,209.2825,1,15.15878766713931,15.15878766713931,441.0,21.0
6500.0,10.0,0.0,145.33506944444446,1,15.145369492255154,15.145369492255154,100.0,10.0
6520.0,39.0,4.0,133.9408,1,15.139105316694264,15.139105316694264,1521.0,39.0
6580.0,43.0,4.0,0.00011242850249919192,0,15.145612673169154,15.145612673169154,1849.0,43.0
6590.0,40.0,4.0,258.37345679012344,1,15.14943804129616,15.14943804129616,1600.0,40.0
6610.0,22.0,1.0,372.0577777777778,1,15.159791560519826,15.159791560519826,484.0,22.0
6650.0,36.0,4.0,133.9408,1,15.132133615721886,15.132133615721886,1296.0,36.0
6710.0,2.0,2.0,372.0577777777778,1,15.176798438433536,15.176798438433536,4.0,2.0
6730.0,19.0,1.0,289.6643598615917,1,15.158648757285711,15.158648757285711,361.0,19.0
6740.0,43.0,4.0,372.0577777777778,1,15.168754651171286,15.168754651171286,1849.0,43.0
6750.0,25.0,1.0,258.37345679012344,1,15.155155786680556,15.155155786680556,625.0,25.0
6760.0,14.0,1.0,9.447117223890432e-05,0,15.146310572774553,15.146310572774553,196.0,14.0
6800.0,45.0,4.0,0.00011242850249919192,0,15.186668499146219,15.186668499146219,2025.0,45.0
6810.0,43.0,4.0,289.6643598615917,1,15.196333160157016,15.196333160157016,1849.0,43.0
6820.0,1.0,2.0,106.77678571428571,1,15.211715497109175,15.211715497109175,1.0,1.0
6850.0,10.0,0.0,258.37345679012344,1,15.220817096408103,15.220817096408103,100.0,10.0
6890.0,10.0,0.0,327.00390625,1,15.202371815614626,15.202371815614626,100.0,10.0
6910.0,14.0,1.0,133.9408,1,15.184823897519435,15.184823897519435,196.0,14.0
6950.0,10.0,0.0,123.83579881656804,1,15.172551686931728,15.172551686931728,100.0,10.0
6960.0,32.0,4.0,495.3431952662722,1,15.163772448856362,15.163772448856362,1024.0,32.0
7010.0,35.0,4.0,106.77678571428571,1,15.136614812769519,15.136614812769519,1225.0,35.0
7020.0,45.0,4.0,372.0577777777778,1,15.151004058365483,15.151004058365483,2025.0,45.0
7050.0,17.0,1.0,145.33506944444446,1,15.14442550764003,15.14442550764003,289.0,17.0
7090.0,40.0,4.0,327.00390625,1,15.155330012169886,15.155330012169886,1600.0,40.0
7130.0,49.0,4.0,327.00390625,1,15.171308737187074,15.171308737187074,2401.0,49.0
7140.0,40.0,4.0,495.3431952662722,1,15.174418820557564,15.174418820557564,1600.0,40.0
7160.0,5.0,3.0,133.9408,1,15.179963898260109,15.179963898260109,25.0,5.0
7190.0,6.0,3.0,209.2825,1,15.191435199200177,15.191435199200177,36.0,6.0
7220.0,33.0,4.0,158.2476370510397,1,15.177334502469222,15.177334502469222,1089.0,33.0
7250.0,31.0,4.0,289.6643598615917,1,15.160109780948348,15.160109780948348,961.0,31.0
7270.0,4.0,3.0,427.10714285714283,1,15.167697593491846,15.167697593491846,16.0,4.0
7280.0,6.0,3.0,231.89196675900277,1,15.171167300492744,15.171167300492744,36.0,6.0
7330.0,22.0,1.0,327.00390625,1,15.158761785132777,15.158761785132777,484.0,22.0
7340.0,4.0,3.0,133.9408,1,15.166313407772146,15.166313407772146,16.0,4.0
7350.0,13.0,1.0,427.10714285714283,1,15.159313602168439,15.159313602168439,169.0,13.0
7370.0,38.0,4.0,372.0577777777778,1,15.147044101097972,15.147044101097972,1444.0,38.0
7400.0,30.0,4.0,209.2825,1,15.125454496036788,15.125454496036788,900.0,30.0
7430.0,1.0,2.0,172.96074380165288,1,15.13427242324452,15.13427242324452,1.0,1.0
7450.0,12.0,0.0,4.9968223332974184e-05,0,15.128486168483613,15.128486168483613,144.0,12.0
7500.0,40.0,4.0,327.00390625,1,15.14040578413606,15.14040578413606,1600.0,40.0
7510.0,14.0,1.0,172.96074380165288,1,15.132490339142324,15.132490339142324,196.0,14.0
7520.0,13.0,1.0,289.6643598615917,1,15.125610594368613,15.125610594368613,169.0,13.0
7560.0,34.0,4.0,372.0577777777778,1,15.136623600541375,15.136623600541375,1156.0,34.0
7570.0,4.0,3.0,7.807534895777217e-05,0,15.143794663652296,15.143794663652296,16.0,4.0
7580.0,12.0,0.0,6.324103265579545e-05,0,15.138057888527209,15.138057888527209,144.0,12.0
7650.0,7.0,3.0,7.807534895777217e-05,0,15.1859607633597,15.1859607633597,49.0,7.0
7680.0,30.0,4.0,106.77678571428571,1,15.178461245401467,15.178461245401467,900.0,30.0
7720.0,15.0,1.0,427.10714285714283,1,15.152090007647768,15.152090007647768,225.0,15.0
7750.0,14.0,1.0,6.324103265579545e-05,0,15.144012041414797,15.144012041414797,196.0,14.0
7760.0,37.0,4.0,99.53983353151011,1,15.142092572467018,15.142092572467018,1369.0,37.0
7770.0,46.0,4.0,289.6643598615917,1,15.157358554334294,15.157358554334294,2116.0,46.0
7780.0,30.0,4.0,231.89196675900277,1,15.147825820675147,15.147825820675147,900.0,30.0
7850.0,33.0,4.0,289.6643598615917,1,15.121971545982356,15.121971545982356,1089.0,33.0
7860.0,33.0,4.0,495.3431952662722,1,15.115101735075777,15.115101735075777,1089.0,33.0
7870.0,20.0,1.0,258.37345679012344,1,15.10386372972798,15.10386372972798,400.0,20.0
7880.0,2.0,2.0,99.53983353151011,1,15.115280676612818,15.115280676612818,4.0,2.0
7950.0,20.0,1.0,427.10714285714283,1,15.090269709400623,15.090269709400623,400.0,20.0
7960.0,36.0,4.0,4.9968223332974184e-05,0,15.087095545307218,15.087095545307218,1296.0,36.0
7990.0,42.0,4.0,427.10714285714283,1,15.10174041340499,15.10174041340499,1764.0,42.0
8020.0,35.0,4.0,106.77678571428571,1,15.085823427156479,15.085823427156479,1225.0,35.0
8210.0,6.0,3.0,123.83579881656804,1,15.084492754476054,15.084492754476054,36.0,6.0
8300.0,11.0,0.0,0.00011242850249919192,0,15.049623912796289,15.049623912796289,121.0,11.0
8350.0,17.0,1.0,289.6643598615917,1,15.042681998703669,15.042681998703669,289.0,17.0
8360.0,28.0,1.0,189.82539682539684,1,15.032744382897775,15.032744382897775,784.0,28.0
8420.0,34.0,4.0,172.96074380165288,1,15.024755844253221,15.024755844253221,1156.0,34.0
8480.0,33.0,4.0,289.6643598615917,1,15.001408785714634,15.001408785714634,1089.0,33.0
8500.0,25.0,1.0,327.00390625,1,14.990708681402975,14.990708681402975,625.0,25.0
8530.0,25.0,1.0,106.77678571428571,1,14.992715033073127,14.992715033073127,625.0,25.0
8540.0,26.0,1.0,189.82539682539684,1,14.982297253477023,14.982297253477023,676.0,26.0
8550.0,13.0,1.0,209.2825,1,14.976595664265735,14.976595664265735,169.0,13.0
8560.0,13.0,1.0,9.447117223890432e-05,0,14.970893797731197,14.970893797731197,169.0,13.0
8590.0,2.0,2.0,6.324103265579545e-05,0,14.973898106030887,14.973898106030887,4.0,2.0
8610.0,28.0,1.0,158.2476370510397,1,14.974135920058348,14.974135920058348,784.0,28.0
8650.0,24.0,1.0,6.324103265579545e-05,0,14.943900275571819,14.943900275571819,576.0,24.0
8660.0,45.0,4.0,172.96074380165288,1,14.95562330837132,14.95562330837132,2025.0,45.0
8670.0,44.0,4.0,158.2476370510397,1,14.965244295330493,14.965244295330493,1936.0,44.0
8680.0,2.0,2.0,231.89196675900277,1,14.976114222553731,14.976114222553731,4.0,2.0
8690.0,16.0,1.0,114.8326474622771,1,14.968073939317843,14.968073939317843,256.0,16.0
8720.0,49.0,4.0,106.77678571428571,1,14.980075494885563,14.980075494885563,2401.0,49.0
8750.0,43.0,4.0,133.9408,1,14.98762966839578,14.98762966839578,1849.0,43.0
8780.0,6.0,3.0,4.9968223332974184e-05,0,14.977752284530883,14.977752284530883,36.0,6.0
8800.0,25.0,1.0,372.0577777777778,1,14.967434809466598,14.967434809466598,625.0,25.0
8820.0,43.0,4.0,0.00011242850249919192,0,14.989863315351956,14.989863315351956,1849.0,43.0
8830.0,20.0,1.0,133.9408,1,14.979960314832292,14.979960314832292,400.0,20.0
8840.0,41.0,4.0,495.3431952662722,1,14.984029758796666,14.984029758796666,1681.0,41.0
8860.0,23.0,1.0,289.6643598615917,1,14.980547804928563,14.980547804928563,529.0,23.0
8920.0,14.0,1.0,427.10714285714283,1,14.961778327166419,14.961778327166419,196.0,14.0
8970.0,46.0,4.0,289.6643598615917,1,14.9750862134936,14.9750862134936,2116.0,46.0
8990.0,49.0,4.0,133.9408,1,15.010045046269484,15.010045046269484,2401.0,49.0
9020.0,16.0,1.0,289.6643598615917,1,15.002291585974296,15.002291585974296,256.0,16.0
